Frequency,Monetary,Recency
4,1649.5,89
1,62.85,267
5,2900.6,53
4,2824.69,43
4,3189.81,63
1,309.40000000000003,148
1,325.75,311
2,511.35,23
6,2836.69,58
2,475.8,24
7,2740.03,78
2,645.65,119
3,1290.53,36
2,1173.1200000000001,59
4,1353.74,12
1,170.32,19
1,125.79,52
2,841.2,25
1,266.76,29
1,15.0,7
3,710.28,185
8,2953.59,3
2,721.45,8
1,327.25,261
3,380.33,3
1,519.68,210
2,1465.32,107
8,1154.08,12
3,690.59,77
1,255.4,19
2,589.7,26
6,761.59,18
1,765.3199999999999,131
1,364.8,252
1,1862.0,79
1,369.2,207
1,135.9,336
1,125.65,253
2,554.38,148
2,1237.8500000000001,9
1,655.75,85
1,211.55,204
4,1366.38,7
5,1170.81,23
6,924.24,11
1,332.66,25
5,2795.33,21
2,1025.44,2
2,616.15,157
4,2540.4100000000003,3
1,277.8,74
4,434.35,2
2,867.85,16
3,926.5600000000001,35
2,307.48,91
4,1268.98,70
2,1610.15,115
2,977.77,212
2,1316.07,30
1,749.1,50
1,310.05,245
1,223.88,32
3,2362.96,108
5,1257.68,4
2,1890.94,81
1,1784.71,297
3,1621.88,56
1,100.9,14
2,290.82,72
6,1101.97,23
1,371.2,19
1,311.69,79
1,285.67,25
1,294.85,12
1,58.49,253
3,483.73,147
4,695.42,64
2,221.27,8
1,126.7,270
5,1472.34,9
1,206.21,247
2,596.09,96
1,183.02,14
1,463.8,49
1,147.59,30
4,1592.06,68
3,1097.98,35
1,114.77,128
3,1314.45,107
1,89.94,37
1,279.94,57
7,790.86,57
5,1921.3700000000001,72
1,102.12,246
2,202.37,19
1,172.24,198
1,163.2,15
1,334.54,211
2,231.98000000000002,38
3,546.1999999999999,46
2,414.87,170
1,490.52,47
3,1010.11,115
1,1220.77,147
1,480.38,51
1,156.91,159
3,1259.43,12
1,308.94,35
1,216.48,53
2,257.67,43
1,170.04,172
1,125.58,33
2,384.96,38
1,252.81,266
8,1673.68,8
4,852.39,11
8,1145.21,9
1,361.96,33
3,469.0,80
4,1066.15,30
3,441.16,8
2,518.28,71
4,653.19,4
1,2188.5,256
10,2557.18,4
7,3453.76,15
1,252.73000000000002,89
3,429.56,72
5,566.86,58
1,179.93,170
1,135.93,199
1,537.0,31
2,735.66,151
1,343.62,269
3,282.3,65
1,121.17000000000002,273
3,1737.69,25
3,1383.36,23
1,207.73000000000002,319
3,693.95,4
2,302.1,12
2,1489.5,275
11,2102.54,25
9,1337.72,40
4,294.25,8
3,778.78,71
1,370.79999999999995,213
4,3158.13,37
1,893.59,53
3,1744.76,78
2,553.36,46
1,1109.53,179
2,982.07,93
3,1043.41,9
1,735.67,105
1,773.03,77
1,880.85,172
3,753.6600000000001,212
4,393.65000000000003,22
1,88.2,256
1,306.94,281
2,1160.07,21
6,2420.84,10
1,381.32,308
1,480.71,67
2,457.81,215
4,1370.6000000000001,103
1,219.39000000000001,42
1,248.08,4
1,410.48,84
1,175.2,333
1,215.25,8
2,703.36,31
2,993.54,196
7,2298.93,18
5,1422.52,17
4,142.45,311
4,1300.25,141
1,484.95,245
4,996.1,23
2,1278.98,29
3,3509.43,9
10,2760.56,30
1,340.11,18
4,1352.75,17
5,1551.78,14
1,244.8,134
1,266.4,245
1,358.82,133
2,457.72,50
3,1633.78,114
2,2199.31,7
2,184.19,22
1,406.53000000000003,65
4,1471.0,60
11,3447.4,50
1,330.11,169
5,977.9300000000001,18
3,982.42,127
8,1387.99,14
1,139.05,239
4,1286.7,2
2,178.96,239
7,2354.25,52
1,498.74,46
1,259.45,225
4,1194.73,4
2,1327.16,164
1,623.5,240
1,301.29,10
1,520.8000000000001,133
1,329.25,31
1,254.28,75
3,961.49,1
2,850.61,3
1,401.40000000000003,45
2,304.47,18
3,824.58,68
1,158.8,320
1,106.56,25
1,1289.5,331
5,1624.05,8
1,135.75,322
1,224.14,71
1,40.5,260
5,2206.9500000000003,18
3,689.48,66
2,622.85,154
2,402.2,29
1,310.62,70
2,411.41,14
2,729.32,119
1,499.32,60
2,523.11,10
2,193.64,92
4,1268.7,59
5,1236.54,87
6,1827.8,25
2,653.24,85
4,420.3,10
4,804.72,1
1,331.18,225
1,511.34000000000003,60
1,101.8,241
2,328.35,318
8,1661.44,1
3,734.94,46
1,96.6,87
1,305.75,176
6,1778.96,51
1,585.0,318
2,755.75,225
1,409.40000000000003,234
1,154.41,310
5,1219.4,36
4,3386.71,66
2,429.6,239
2,612.06,113
1,197.0,276
9,1552.8700000000001,217
1,321.05,298
4,1412.32,1
3,1071.99,29
2,780.59,10
5,1706.57,44
8,1756.44,66
1,316.68,74
2,631.57,65
3,2515.84,134
1,328.15,238
1,356.0,122
2,740.78,36
5,918.2,16
1,300.36,127
1,890.85,66
1,98.45,148
1,317.15,283
2,623.16,168
5,1390.27,100
1,254.82,135
1,178.95000000000002,323
1,156.51,106
1,393.74,64
2,1506.1200000000001,151
1,119.3,338
5,1717.36,22
1,408.8,23
7,2379.49,15
14,2381.59,7
2,721.94,57
2,716.57,4
1,615.14,37
1,128.63,66
1,255.89999999999998,46
1,113.12,172
9,2332.15,58
1,240.55,49
2,486.69,22
4,2140.87,43
3,939.78,29
1,178.39,201
3,641.94,10
4,2672.0,67
1,496.44,64
1,574.02,290
7,571.25,60
3,1174.3500000000001,64
1,205.3,95
1,310.47,274
3,635.11,75
1,52.0,110
1,327.97,199
2,570.5,64
1,165.0,326
1,312.62,3
1,204.5,283
1,267.13,44
3,2748.31,70
1,679.68,85
1,161.74,103
1,311.71,333
1,208.75,52
3,1049.7,39
2,714.9599999999999,32
1,1028.56,208
3,350.82,156
1,170.22,53
2,574.07,66
1,2020.52,80
1,406.09000000000003,129
1,364.5,87
3,563.94,0
1,393.54,45
1,252.42000000000002,332
1,158.04,72
2,463.91,158
6,1659.99,12
1,458.47,254
2,277.05,29
8,2379.11,31
1,427.93,39
2,913.19,95
7,2314.32,25
1,496.97,75
4,1877.5900000000001,57
1,446.94000000000005,21
7,2386.05,40
1,2007.4,137
10,1878.81,8
1,168.0,128
3,1221.56,40
6,2211.83,169
4,1460.1599999999999,8
2,596.85,213
1,338.84,169
1,316.88,40
1,394.14,186
1,140.54,270
1,500.0,172
3,1196.55,4
2,231.86,16
3,1595.88,9
1,107.45,325
1,288.18,112
1,94.0,289
2,1345.53,16
3,815.77,1
5,716.2,92
2,626.77,148
1,349.1,189
2,510.71000000000004,31
4,1046.74,33
1,267.18,264
8,3450.84,84
4,1348.93,26
1,190.53,171
3,774.9000000000001,9
1,559.61,313
1,508.8,85
1,135.86,24
4,950.36,58
2,97.7,323
1,43.5,38
2,383.34,254
4,1021.5,19
3,1430.54,33
1,93.78,15
2,397.35,26
1,171.19000000000003,23
2,533.3,213
5,1041.48,8
1,149.29,22
3,1067.75,12
1,200.16,262
1,156.57999999999998,131
3,383.68,54
1,594.0,248
7,3213.59,1
2,1411.21,9
1,113.5,264
1,155.17000000000002,330
1,494.64,312
3,974.52,26
1,429.84,30
3,528.48,29
7,1371.77,1
2,203.37,283
1,237.07,262
1,161.64,25
3,234.6,94
1,126.14,29
1,1044.65,338
1,334.53,85
3,524.88,9
2,467.51,51
2,538.55,50
1,454.48,2
1,371.56,113
7,1771.2,14
1,454.11,77
2,1399.92,40
1,905.5,116
4,225.26,161
2,1624.91,30
1,91.32000000000001,92
3,1134.28,22
6,3100.09,95
2,659.46,28
5,1953.41,32
2,1280.58,21
2,1262.2,17
4,1131.56,8
1,52.83,81
3,972.08,22
1,475.86,171
6,1000.27,189
1,250.0,330
5,900.53,11
1,19.8,155
7,2199.01,12
3,62.43,44
1,267.03,233
8,1921.55,64
1,343.5,1
8,3000.2,40
2,397.99,32
1,412.01000000000005,84
1,440.0,24
2,459.44,2
2,148.44,33
7,2207.13,18
1,229.33,254
4,1497.31,21
2,1972.39,8
3,1210.93,25
3,807.57,19
4,502.9,173
1,110.92,163
1,538.46,7
1,213.3,11
1,85.13000000000001,114
1,127.86,288
8,3192.17,9
1,153.64000000000001,54
3,1681.46,77
4,575.63,4
1,436.06,36
1,90.12,217
1,428.93,60
1,217.2,277
1,279.77,24
1,468.91,28
4,800.5899999999999,11
3,1130.25,22
2,173.16000000000003,50
1,186.01,18
3,758.29,2
5,1375.71,103
9,3100.88,7
4,650.4300000000001,11
7,2533.42,4
2,591.1899999999999,31
1,112.1,177
1,921.37,37
3,258.88,151
1,127.1,162
2,327.6,68
9,3351.91,120
3,682.9100000000001,24
4,720.86,23
1,455.3,176
3,568.8,50
3,478.53,255
1,388.58,46
1,199.8,70
5,1771.78,15
4,1004.27,100
1,324.57,35
1,240.68,53
2,761.74,26
7,1145.32,8
1,48.480000000000004,78
1,216.39000000000001,52
4,1003.38,36
9,2920.16,61
1,104.76,336
4,1093.68,28
1,298.48,184
1,112.46000000000001,51
13,1591.45,9
2,195.15,36
4,776.851,32
1,336.4,10
2,1128.69,56
4,1293.03,4
1,301.03000000000003,141
4,588.13,116
4,1534.26,103
2,675.8,74
8,2551.06,4
2,1186.35,45
8,3285.31,15
1,243.55,17
2,724.76,89
1,223.36,52
1,425.32,134
3,1578.83,105
3,664.0,191
4,803.54,166
1,612.01,18
2,257.84000000000003,157
2,639.5,204
1,306.0,336
3,646.3,36
1,337.74,91
2,877.44,92
2,922.53,9
1,560.6700000000001,243
4,748.5,45
1,30.0,22
4,717.9,190
1,306.45,43
8,1391.56,25
2,309.8,317
1,138.14,106
1,386.43,50
2,2222.21,168
1,301.32000000000005,39
1,76.32000000000001,217
4,684.34,40
1,173.05,296
7,2657.13,18
4,2726.23,88
5,2446.6,73
3,323.69,81
3,3435.76,18
1,657.23,49
1,352.7,52
4,781.28,24
2,854.79,9
5,1426.16,25
1,193.75,117
9,2993.1,8
1,150.6,119
2,239.76,4
1,136.8,252
1,191.04,28
2,409.98,266
8,2711.11,33
1,309.65,17
2,696.68,172
4,1529.0,2
1,211.5,264
4,2293.62,140
1,143.1,201
4,1060.56,63
4,916.98,35
6,2917.96,40
1,133.25,283
5,1072.3600000000001,9
1,185.55,143
2,330.03000000000003,11
3,571.71,145
1,150.3,234
1,598.73,24
1,471.40000000000003,11
5,2211.21,35
2,218.25,201
1,415.25,15
1,85.0,212
3,1120.88,65
1,156.02,212
1,162.3,282
2,1339.45,114
8,1188.1200000000001,14
1,449.12,66
1,154.88,49
4,775.96,16
1,34.8,77
4,1094.5900000000001,19
1,196.88,134
3,946.64,12
1,144.36,40
6,2122.53,2
6,2366.95,39
1,79.2,304
3,458.57,51
6,2364.25,10
4,528.01,61
2,714.42,65
1,205.25,24
2,155.8,218
2,583.75,65
2,1086.92,31
6,3279.9700000000003,88
1,315.06,64
3,621.83,115
1,635.6800000000001,5
1,270.8,68
1,104.9,245
1,241.62,133
3,681.5600000000001,241
2,298.13,183
3,345.46000000000004,25
3,2614.74,9
1,246.3,10
5,2328.9700000000003,32
3,933.26,26
1,218.75,10
2,1612.69,43
3,965.61,14
1,610.01,149
8,2708.61,1
4,2207.4,113
3,884.14,75
2,696.89,107
3,1063.95,46
1,451.42,142
1,415.82000000000005,51
3,784.58,46
3,903.9,50
2,1469.82,306
5,515.77,36
4,1391.98,78
4,1779.82,22
5,1801.14,107
2,1303.9099999999999,207
4,1945.3300000000002,16
5,2100.6,63
4,1905.45,49
1,206.98,319
2,570.96,44
1,445.27,3
1,532.94,172
3,1654.31,56
12,1645.16,73
2,636.14,99
1,576.0,37
3,794.64,58
1,836.79,254
4,2225.15,70
4,954.09,44
1,137.37,50
1,391.98,64
3,1048.49,33
2,355.56,58
4,1224.06,72
1,118.95,303
1,130.73999999999998,46
2,389.27,38
2,234.88,19
2,160.71,186
1,110.8,51
11,2739.02,4
5,712.24,136
1,297.0,18
4,1043.64,15
7,862.5,40
8,3146.92,12
3,478.65000000000003,8
2,68.84,25
6,1936.32,22
3,895.13,40
1,211.89,101
12,3254.17,5
2,149.64,277
1,351.44,32
2,316.25,14
2,490.33,1
3,346.14,312
2,145.04000000000002,198
2,396.48,2
3,379.35,92
1,181.09,60
1,168.31,80
1,148.0,156
1,511.68,226
1,106.81,253
1,179.17,149
2,208.59,194
3,867.19,1
1,337.28000000000003,23
3,351.73,16
1,164.68,8
7,1567.69,19
3,882.72,3
1,191.94,173
8,1228.88,0
2,264.62,178
6,1270.41,16
1,123.1,247
2,334.23,190
1,311.61,19
4,167.5,154
1,323.03000000000003,172
1,207.15,194
1,426.63,67
8,2495.87,4
3,1107.46,21
2,416.86,239
1,145.35000000000002,64
5,404.58000000000004,112
1,35.8,311
1,337.44,133
1,325.1,276
1,1708.24,82
2,955.24,8
2,364.72,16
3,1315.89,31
2,708.22,8
4,781.91,33
7,1449.54,15
1,428.89,31
1,104.35,74
2,470.76,19
3,652.68,17
2,397.68,23
3,666.1,2
1,314.09999999999997,303
7,3442.15,39
1,371.01,84
2,427.64,165
2,1054.73,17
1,1098.78,77
3,2398.86,88
8,3408.48,24
1,326.75,22
9,2657.93,2
2,1142.42,123
1,168.12,30
6,1319.29,12
1,156.78,19
2,792.11,44
1,41.989999999999995,3
7,2777.67,8
1,414.27,54
5,769.33,88
4,2216.83,36
4,1554.3700000000001,29
4,578.71,12
1,101.4,211
4,1693.81,47
3,478.78,23
4,972.11,22
2,282.3,245
14,2954.36,8
3,1415.29,35
3,646.83,37
3,704.55,3
7,1102.49,3
1,211.88,47
2,408.9,39
8,3567.14,46
3,851.01,16
1,602.63,260
3,719.81,46
1,251.03,12
1,439.65999999999997,29
1,236.09,43
6,934.62,91
1,331.24,309
2,547.9,92
3,437.70000000000005,196
2,758.9200000000001,87
2,554.5600000000001,269
3,471.78,7
3,1313.55,65
3,3166.4,30
5,1177.47,22
4,773.99,37
4,1340.7,119
3,1074.81,40
1,137.9,173
1,362.06,54
2,1511.95,32
1,783.9,145
1,134.8,220
1,650.75,45
7,2263.12,16
5,1334.91,65
3,906.06,9
1,335.32,260
5,1521.04,16
2,852.15,22
1,326.24,44
1,584.3199999999999,288
1,122.4,297
10,2234.73,3
1,79.2,283
3,1352.0,16
2,217.16,81
4,2641.82,56
1,979.64,100
1,436.18,299
5,981.51,23
4,944.13,59
2,315.06,154
3,817.86,114
1,17.0,106
4,1078.23,11
1,320.62,264
1,185.04999999999998,240
6,1575.03,87
3,731.9,50
1,1290.7,70
3,1842.14,42
6,1429.64,7
1,298.21,61
1,336.96,248
1,108.38,65
7,3204.1600000000003,17
1,842.5,84
2,611.88,218
3,1320.95,45
4,195.74,143
1,161.38,183
1,135.75000000000003,170
8,1660.8799999999999,9
1,612.78,211
1,232.21,189
2,423.36,8
4,1309.14,59
2,854.66,57
3,578.7,73
1,307.78000000000003,51
1,249.0,317
1,656.25,39
5,1880.22,17
6,3506.54,51
1,334.56,21
1,517.55,262
3,709.38,59
3,635.4100000000001,18
1,601.04,65
1,620.4,88
1,535.34,249
4,1613.5900000000001,3
1,175.2,246
10,3496.71,8
3,734.13,157
1,375.0,133
1,76.32000000000001,296
2,280.52,4
4,1659.6,42
1,1829.04,268
4,1609.22,49
9,3092.04,8
3,656.69,15
1,348.2,281
2,1025.44,65
1,37.4,252
1,415.00000000000006,232
3,822.48,17
26,3511.8,10
4,1822.97,8
6,1885.05,50
1,73.19999999999999,59
5,1140.21,95
6,1418.32,15
3,1009.55,126
4,1037.5900000000001,94
1,331.95,50
1,197.9,138
1,215.83,60
1,305.54,73
1,338.71000000000004,67
6,1158.79,64
2,529.41,16
4,981.86,44
2,215.48,15
1,215.08,40
1,314.45,236
1,400.68100000000004,75
2,1068.8700000000001,4
4,1863.47,3
3,422.2,58
1,384.18,23
4,757.63,30
4,537.0600000000001,54
1,394.38,25
2,664.26,44
5,2262.62,88
1,547.02,88
2,690.34,19
1,159.0,78
3,1062.75,170
1,242.35,80
1,914.9300000000001,267
2,304.25,235
6,2613.38,29
2,694.12,36
1,773.55,318
4,1295.3,57
5,1096.32,44
3,255.12,203
1,314.22,225
2,1010.6,87
2,542.03,189
4,990.88,43
2,389.28000000000003,71
5,867.3100000000001,40
1,432.2,78
2,414.2,56
12,2312.66,9
2,409.1,33
1,466.12,211
3,1413.66,23
1,114.56,170
1,152.94,61
5,1800.07,52
1,163.3,261
7,2245.66,16
1,752.4300000000001,266
1,46.95,176
1,1035.45,50
4,728.54,17
7,861.89,73
2,667.65,71
4,1271.42,2
1,411.7,116
1,559.87,196
1,810.6,176
1,566.38,100
3,1502.78,21
1,2062.06,72
1,168.3,339
5,1570.81,5
2,812.68,31
1,142.5,169
1,302.25,121
9,1870.24,21
4,1328.55,9
1,301.9,268
3,598.2,22
1,233.22,126
1,361.22,138
5,564.17,213
4,2560.0,37
2,706.57,106
2,616.26,17
2,274.15000000000003,3
1,226.37,330
7,2630.69,64
3,1341.65,119
1,328.15000000000003,35
1,404.40000000000003,217
2,1038.46,172
5,373.65000000000003,72
2,326.75,1
1,207.50000000000003,196
3,408.59000000000003,128
3,594.24,46
14,3039.2200000000003,5
5,3284.67,14
3,251.91,17
7,1582.8,28
1,151.05,36
1,214.8,157
1,94.05,284
1,534.31,107
4,1971.8700000000001,24
4,322.41,75
2,328.58,16
1,101.10000000000001,158
1,565.46,44
2,847.45,11
7,1415.65,32
1,53.5,290
4,1116.47,21
1,153.9,332
2,494.44,17
2,395.8,63
3,211.77,197
3,658.88,33
4,2027.5,1
9,1750.92,7
6,3450.41,4
4,891.21,9
5,709.99,32
1,109.36000000000001,53
2,705.79,11
7,1171.96,17
1,327.3,18
1,633.58,37
2,479.91,2
3,1545.41,18
4,1301.91,82
2,355.73,33
2,466.73,66
2,974.96,8
1,676.2,267
3,362.95,247
4,2157.4,4
1,1743.1499999999999,61
2,643.76,74
2,584.5,89
2,407.66,60
2,302.57,28
1,94.36,322
4,1382.0700000000002,53
1,217.89000000000001,269
11,2749.41,2
5,1555.34,56
5,1482.06,60
2,1705.8,154
2,408.02,19
1,303.93,94
1,87.8,264
1,177.5,312
1,443.05,70
2,167.25,302
1,154.35,18
10,2079.68,12
5,2022.98,36
1,83.15,19
1,135.99,53
1,262.2,56
2,126.25,21
1,200.27,44
3,1051.4,26
3,631.12,44
6,958.71,112
1,346.12,24
1,133.56,191
1,302.7,302
10,1863.76,2
2,241.06,263
1,284.55,106
1,300.85,57
3,623.28,213
1,287.40000000000003,64
1,184.26,28
7,1511.8,29
5,798.35,5
2,381.2,67
2,462.24,1
4,654.67,46
1,230.51,33
1,255.91,135
1,182.99,198
2,707.69,197
1,311.92,149
1,266.97,87
2,6.9,44
4,1309.2,63
4,1370.78,99
1,208.36,218
17,3288.84,2
3,811.23,28
1,142.92,177
3,136.0,73
4,1422.4,21
3,1298.66,19
7,1595.96,33
1,74.9,74
4,625.42,23
3,536.4300000000001,51
1,223.95000000000002,274
3,316.11,164
7,1810.65,7
4,544.3,88
5,1950.06,63
3,331.0,25
2,300.83,10
1,769.29,75
1,220.62,15
1,139.35,192
2,404.3,173
1,363.65,77
3,498.8,33
1,731.5,46
4,1351.63,79
1,826.53,296
3,648.26,3
3,1599.52,8
6,2965.69,49
2,100.97,161
6,400.86,4
3,943.84,106
1,465.88,25
1,777.6,31
2,90.30000000000001,19
1,363.70000000000005,296
3,918.33,21
4,874.59,4
5,1624.14,52
1,101.69999999999999,30
1,162.70000000000002,277
2,484.32,61
1,111.38,25
2,720.8100000000001,186
1,290.36,171
1,228.06,81
1,244.41,3
1,455.25,190
6,1151.77,22
3,1082.81,19
1,593.75,5
1,548.12,110
2,641.56,2
1,119.62,53
1,339.3,164
1,487.75,290
4,1744.31,108
3,922.12,95
1,284.44,242
3,837.1,42
2,285.89,35
6,3002.94,66
2,281.85,24
1,509.23,26
2,511.12,5
1,1077.74,53
5,614.66,15
2,865.6,194
1,124.2,3
3,1421.69,26
3,1009.6,127
2,663.61,84
1,451.44,71
1,105.84,182
1,313.62,113
2,936.08,80
1,463.95,248
1,225.15,232
3,459.24,71
1,213.5,68
3,330.03,50
1,181.09,75
1,360.16,61
1,129.5,15
1,90.04,4
1,145.05,285
6,813.52,4
1,242.7,40
1,528.08,36
2,482.47,74
12,2692.89,17
1,75.66,219
1,129.49,186
4,1187.66,32
1,618.59,70
1,506.19,182
2,500.42,15
1,151.85,235
5,2647.59,31
1,226.21,263
2,178.96,3
4,813.48,51
1,129.45000000000002,245
2,810.57,80
1,333.08,274
1,322.8,79
5,2188.05,29
2,408.63,73
6,2883.1,17
1,53.1,222
4,1154.47,32
8,1609.92,22
3,1257.51,31
1,231.1,105
2,688.33,4
1,487.51,245
2,833.78,177
2,214.06,169
1,290.66,42
1,518.42,71
2,1212.66,16
3,373.87,141
4,874.43,9
1,39.12,189
4,1267.65,16
1,118.98,19
2,567.1800000000001,68
6,306.72,15
3,1348.88,23
3,1692.27,28
2,304.24,54
4,1592.12,33
12,3109.99,2
1,183.7,43
6,1770.3400000000001,72
5,1028.0,4
2,324.24,61
6,2608.75,47
4,1260.8600000000001,1
2,422.6,75
2,225.58,72
2,1276.0,256
2,477.86,68
4,657.9,135
1,112.75,241
2,1998.0,226
3,531.35,37
1,656.63,45
5,3029.87,84
8,1948.07,19
4,1436.83,3
3,1129.06,218
1,301.71999999999997,78
2,901.2,266
5,3535.83,23
6,1339.49,14
1,152.95,26
1,292.47,262
2,576.4,91
4,437.82,302
4,1229.17,26
4,1048.28,46
3,743.11,52
1,603.75,31
3,646.76,52
5,2247.41,78
1,417.6,53
1,3.75,297
1,323.0,176
1,464.9,46
6,1782.85,29
7,1291.91,11
2,836.0600000000001,37
5,1515.9,17
5,623.93,44
1,1764.72,30
1,223.92000000000002,58
3,1475.43,114
1,239.4,214
1,106.83000000000001,318
1,369.34000000000003,65
3,789.79,7
1,316.62,96
3,1207.24,19
1,611.8499999999999,198
13,2790.9500000000003,3
1,34.0,294
2,1145.6,273
3,478.09000000000003,47
1,361.54,260
3,494.90000000000003,57
5,2242.61,33
1,171.59,57
4,661.52,67
10,1459.61,10
1,371.54,60
2,222.62,80
2,245.94,74
2,422.24,100
11,1701.91,10
1,107.6,19
2,594.39,123
1,80.80000000000001,8
6,1545.6200000000001,3
7,1705.78,29
2,110.38,282
1,243.84,57
10,1196.5,1
1,305.62,89
1,1162.65,11
4,1594.23,163
1,332.3,65
3,536.99,23
1,245.82,173
4,762.16,103
3,1121.59,142
2,288.42,99
5,914.69,23
1,309.54,192
2,547.07,4
10,1652.18,8
3,341.28000000000003,103
7,1237.45,2
11,3349.57,10
1,497.61,95
1,358.38,227
2,460.64,15
2,775.18,38
1,341.7,51
2,128.5,93
1,197.22,156
1,325.91,38
3,199.15,184
4,1106.53,1
1,413.46,227
1,99.1,128
2,251.87,39
11,3170.98,31
2,588.85,197
6,1869.82,36
3,1264.19,100
1,214.32,50
1,193.44,43
1,281.42,52
1,124.57,186
1,332.41,333
3,342.45,4
2,144.91,10
2,328.40000000000003,23
1,35.400000000000006,14
2,747.81,144
2,173.76,59
1,338.55,31
3,207.74,140
4,817.12,22
6,2812.34,22
3,680.02,77
5,2095.53,67
6,846.62,12
1,13.3,84
7,1491.43,30
1,432.0,66
3,705.12,66
1,144.45,187
2,429.84,37
2,272.46,15
1,192.32999999999998,35
3,1578.67,194
4,525.17,1
5,518.19,1
1,202.27,64
2,289.78,299
2,388.95,26
5,1100.51,7
3,887.11,16
1,1706.88,116
1,363.2,29
14,3315.05,4
6,2783.2,5
4,559.59,81
4,748.84,29
1,379.14,72
8,1508.96,4
11,2555.58,28
1,113.44,290
1,183.76,36
6,621.6800000000001,9
1,365.98,23
1,391.52,276
6,1068.82,49
9,2052.2400000000002,156
1,154.18,61
3,829.89,21
2,324.95,115
16,2698.45,80
7,1295.39,3
3,378.89,26
1,150.23000000000002,53
2,563.23,1
2,931.03,54
1,261.9,25
4,2711.6800000000003,8
3,3049.88,52
9,1904.99,12
3,816.73,211
1,406.48,235
3,435.02,138
6,1286.27,3
2,1006.56,56
3,1277.75,134
2,167.61,109
1,20.8,30
8,1738.28,0
2,329.57,184
1,308.74,17
2,416.64,239
1,117.35000000000001,87
3,507.05,38
1,234.17000000000002,116
1,110.55000000000001,187
1,201.19,226
7,2154.97,8
1,319.02,189
2,439.43,4
3,650.41,39
1,357.21,38
1,251.51999999999998,267
1,344.33,77
6,1852.0,3
2,1028.46,255
1,384.06,60
6,1742.38,12
2,1873.2,29
7,1616.8,3
1,126.12,5
6,1133.25,7
1,179.0,218
5,1614.31,10
4,1329.42,30
3,702.0,288
4,295.0,149
2,484.82,23
3,1493.73,85
2,1312.1399999999999,46
4,781.78,4
4,682.8100000000001,50
1,195.36,18
1,270.9,30
3,583.4300000000001,8
3,1838.61,28
2,920.1,40
3,899.26,11
1,71.0,31
3,95.85,45
1,196.8,60
1,121.68,185
6,877.5600000000001,78
2,716.0,110
1,146.87,63
2,380.35,11
2,722.34,86
3,745.52,16
2,433.53000000000003,245
1,1267.32,87
1,112.4,30
1,449.73,137
2,766.99,26
5,1036.58,2
4,1735.18,32
1,948.48,25
3,339.44,113
1,642.02,157
3,1100.9,85
3,925.35,117
6,3185.64,96
1,240.89,194
1,399.09,28
1,498.48,130
5,1356.33,28
3,1179.89,81
4,2358.03,29
1,234.24,266
1,102.64,313
7,1461.14,21
3,855.45,58
7,2126.5,28
1,304.24,114
9,2429.03,28
4,1446.09,17
4,834.12,17
2,689.5799999999999,36
2,378.2,36
1,118.80000000000001,78
2,287.62,22
2,288.91,25
2,2003.8500000000001,33
3,1405.78,109
2,2747.9900000000002,35
3,826.21,123
6,2050.08,7
4,1991.01,28
6,1913.45,4
8,3534.31,2
4,1774.03,50
1,302.0,322
3,1324.16,22
4,1022.13,15
7,779.7,2
2,971.74,18
4,1621.73,10
1,25.5,261
2,665.78,159
6,881.29,29
1,163.29999999999998,165
1,231.61,47
8,801.12,5
3,837.5,8
1,116.2,288
1,157.02,317
2,606.91,3
1,307.46,233
1,138.32,119
1,345.3,161
1,294.24,185
1,230.5,50
4,787.5,152
1,157.09,334
5,2463.17,5
2,413.2,106
6,924.15,16
1,380.5,275
1,454.12,247
1,579.0,239
2,984.57,1
2,451.53000000000003,105
4,1714.59,22
1,124.88,51
3,1689.5,194
1,213.78,24
1,329.34,75
2,251.7,17
2,319.0,7
2,853.1800000000001,32
3,1538.88,21
6,3518.03,31
10,1715.46,28
2,293.1,21
7,2467.35,32
1,158.68,284
2,206.34,38
2,835.78,57
1,224.91,289
1,317.76,78
1,59.9,217
4,1443.69,44
1,306.13,201
2,468.79,178
4,783.97,56
1,84.39999999999999,57
6,3347.31,7
2,144.0,46
1,203.95,226
6,1960.5900000000001,11
1,157.18,106
2,444.74,58
4,1583.57,28
7,1699.3,35
1,10.0,273
1,1013.01,29
1,170.56,23
1,289.78000000000003,53
6,3560.08,35
4,1564.56,175
1,384.08,53
1,204.24,53
5,1537.51,26
1,226.85,253
5,2165.38,40
5,888.07,60
1,113.5,234
7,1350.69,4
1,114.23,31
13,2870.05,24
2,334.48,7
1,328.65,65
1,124.05,310
1,393.49,308
5,797.07,18
6,1550.14,15
2,318.76,96
2,878.4,264
9,2892.71,12
2,417.77,2
1,190.88,35
1,149.89,182
1,208.16,25
5,789.85,12
2,314.69,11
15,3349.01,2
1,382.5,312
2,1135.04,108
1,954.9,53
1,171.45000000000002,204
1,280.09000000000003,15
1,318.65,120
2,381.97,3
2,348.90999999999997,116
1,178.26,18
2,271.19,4
2,291.48,40
2,240.0,107
1,213.28,148
4,984.5,52
1,63.440000000000005,208
2,550.01,138
3,296.58,2
2,317.2,127
4,763.64,107
4,2148.63,42
1,107.82,35
2,1065.3500000000001,227
1,246.04000000000002,241
1,187.82999999999998,57
3,1685.46,130
6,1647.48,60
1,151.37,21
5,826.36,26
6,1284.07,9
3,931.02,31
2,513.01,3
1,550.8000000000001,308
8,1507.92,8
3,547.0,28
1,128.18,17
