CustomerID,LastPurchaseDate,Frequency,Monetary,Recency,Cluster
13317,2011-10-04,4,2035.63,66,Loyal
13318,2011-12-08,3,640.76,1,Moderate
13320,2011-09-22,4,1532.2,78,Loyal
13321,2011-09-28,2,567.36,72,Moderate
13322,2011-11-22,1,199.48,17,Moderate
13323,2011-12-06,5,787.85,3,Loyal
13325,2011-09-19,1,675.3,81,Moderate
13327,2011-11-01,6,2882.77,38,Loyal
13328,2011-01-27,1,1308.48,316,At-Risk
13329,2011-11-08,1,484.8,31,Moderate
13330,2011-09-08,3,1140.93,92,Moderate
13332,2011-11-25,1,350.90000000000003,14,Moderate
13334,2011-09-18,3,3502.32,82,Loyal
13336,2011-09-23,1,795.12,77,Moderate
13338,2011-07-05,1,487.02,157,At-Risk
13339,2011-05-23,1,860.12,200,At-Risk
13341,2011-03-24,1,775.85,260,At-Risk
13343,2011-06-15,1,353.43,177,At-Risk
13344,2011-10-03,3,2511.69,67,Loyal
13345,2011-02-25,1,389.5,287,At-Risk
13347,2011-09-30,1,341.36,70,Moderate
13348,2011-10-06,1,233.76,64,Moderate
13349,2011-11-29,1,247.32,10,Moderate
13350,2011-11-23,2,979.12,16,Moderate
13351,2011-10-04,1,373.94,66,Moderate
13352,2011-10-10,1,397.98,60,Moderate
13354,2011-09-29,1,743.53,71,Moderate
13355,2011-08-09,1,674.7,122,Moderate
13356,2011-09-20,1,768.24,80,Moderate
13357,2011-03-27,1,609.4,257,At-Risk
13358,2011-03-16,1,439.03,268,At-Risk
13359,2011-10-07,1,439.56,63,Moderate
13362,2011-11-30,4,3090.74,9,Loyal
13363,2011-11-22,2,992.5,17,Moderate
13364,2011-09-29,1,134.96,71,Moderate
13365,2011-11-06,2,2225.37,33,Loyal
13366,2011-10-20,1,56.16,50,Moderate
13368,2011-03-28,2,623.4,256,At-Risk
13372,2011-09-11,1,378.64,89,Moderate
13373,2011-10-10,3,3312.25,60,Loyal
13375,2011-09-12,1,778.65,88,Moderate
13376,2011-09-01,3,1019.76,99,Moderate
13379,2011-11-13,3,572.56,26,Moderate
13382,2011-03-04,1,222.99,280,At-Risk
13385,2011-01-14,1,534.57,329,At-Risk
13388,2011-07-31,2,677.1,131,Moderate
13389,2011-11-28,3,797.96,11,Moderate
13390,2011-09-26,1,544.08,74,Moderate
13391,2011-05-20,1,59.8,203,At-Risk
13394,2011-12-08,8,2520.02,1,Loyal
13395,2011-06-07,1,307.72,185,At-Risk
13396,2011-11-10,2,1360.99,29,Moderate
13397,2011-09-28,5,1544.13,72,Loyal
13398,2011-05-31,1,457.34,192,At-Risk
13402,2011-08-04,1,312.95,127,Moderate
13403,2011-11-22,1,75.0,17,Moderate
13404,2011-12-08,2,252.49,1,Moderate
13405,2011-09-26,3,572.451,74,Moderate
13410,2011-11-15,5,1003.06,24,Loyal
13411,2011-08-24,1,213.55,107,Moderate
13414,2011-07-29,3,1390.5,133,Moderate
13416,2011-10-27,2,712.5,43,Moderate
13417,2011-12-05,2,640.83,4,Moderate
13419,2011-10-07,1,221.06,63,Moderate
13420,2011-07-13,2,159.85,149,At-Risk
13421,2011-10-30,2,1833.71,40,Loyal
13422,2011-10-06,1,2626.3,64,Loyal
13425,2011-08-23,3,1624.21,108,Loyal
13427,2011-11-20,3,582.6,19,Moderate
13428,2011-11-29,1,201.78,10,Moderate
13429,2011-11-29,4,1006.8,10,Loyal
13430,2011-11-21,2,679.45,18,Moderate
13431,2011-10-03,2,1269.1,67,Moderate
13434,2011-09-26,2,534.24,74,Moderate
13436,2011-12-08,1,196.89,1,Moderate
13437,2011-11-25,7,3408.06,14,Loyal
13439,2011-03-29,1,283.71,255,At-Risk
13441,2011-09-09,1,296.64,91,Moderate
13447,2011-11-16,3,1129.14,23,Moderate
13448,2011-11-23,3,2705.15,16,Loyal
13449,2011-11-16,1,291.88,23,Moderate
13450,2011-11-13,6,2043.72,26,Loyal
13451,2011-11-13,5,2898.26,26,Loyal
13452,2011-03-25,2,590.0,259,At-Risk
13453,2011-06-27,2,356.98,165,At-Risk
13455,2011-11-15,1,365.4,24,Moderate
13456,2011-11-22,6,1766.72,17,Loyal
13460,2011-11-10,2,183.44,29,Moderate
13461,2011-11-01,3,1445.0,38,Loyal
13462,2011-04-01,1,151.5,252,At-Risk
13464,2011-10-12,1,674.68,58,Moderate
13466,2011-06-08,1,307.90000000000003,184,At-Risk
13467,2011-11-29,2,1071.91,10,Moderate
13470,2011-09-01,2,165.0,99,Moderate
13471,2011-12-08,4,2501.84,1,Loyal
13473,2011-10-10,2,422.64,60,Moderate
13474,2011-04-17,1,226.84,236,At-Risk
13475,2011-06-01,4,1431.78,191,Loyal
13476,2011-06-14,2,1238.47,178,At-Risk
13477,2011-11-02,6,1454.58,37,Loyal
13479,2011-05-23,2,300.95,200,At-Risk
13481,2011-10-25,5,1804.56,45,Loyal
13482,2011-04-21,1,184.64,232,At-Risk
13483,2011-10-05,1,140.34,65,Moderate
13484,2011-04-12,1,313.8,241,At-Risk
13485,2011-04-20,1,454.24,233,At-Risk
13486,2011-09-22,3,1122.41,78,Moderate
13487,2011-10-13,2,382.25,57,Moderate
13489,2011-08-26,4,449.52,105,Moderate
13491,2011-10-19,8,1019.42,51,Loyal
13492,2011-07-26,3,1269.84,136,Moderate
13493,2011-03-09,2,618.63,275,At-Risk
13494,2011-02-01,1,316.26000000000005,311,At-Risk
13495,2011-12-02,3,1179.44,7,Moderate
13496,2011-11-29,1,152.32,10,Moderate
13497,2011-03-02,1,194.55,282,At-Risk
13499,2011-11-22,5,1159.11,17,Loyal
13500,2011-11-16,3,1166.77,23,Moderate
13501,2011-02-24,1,1340.32,288,At-Risk
13502,2011-11-23,3,292.0,16,Moderate
13503,2011-09-29,1,216.85,71,Moderate
13504,2011-10-06,1,295.93,64,Moderate
13506,2011-01-27,1,157.4,316,At-Risk
13507,2011-12-06,4,2479.16,3,Loyal
13508,2011-04-10,1,110.97,243,At-Risk
13509,2011-12-01,7,979.72,8,Loyal
13510,2011-12-08,4,1791.56,1,Loyal
13512,2011-03-24,1,251.21,260,At-Risk
13513,2011-08-05,1,205.1,126,Moderate
13514,2011-09-27,1,152.20000000000002,73,Moderate
13515,2011-09-28,4,891.12,72,Moderate
13516,2011-11-18,3,1389.41,21,Loyal
13517,2011-10-11,3,2128.42,59,Loyal
13518,2011-09-15,1,627.16,85,Moderate
13519,2011-09-22,1,122.75,78,Moderate
13520,2011-10-12,5,3320.95,58,Loyal
13521,2011-12-08,3,1071.73,1,Moderate
13522,2011-11-09,1,125.8,30,Moderate
13523,2011-11-06,4,3397.93,33,Loyal
13524,2011-10-30,5,680.1800000000001,40,Loyal
13525,2011-11-25,2,628.78,14,Moderate
13527,2011-11-06,7,2242.36,33,Loyal
13529,2011-09-22,2,307.76,78,Moderate
13531,2011-05-18,1,178.35,205,At-Risk
13532,2011-11-06,1,210.31,33,Moderate
13533,2011-06-10,3,269.09,182,At-Risk
13536,2011-12-08,7,3444.39,1,Loyal
13538,2011-10-27,7,1280.85,43,Loyal
13539,2011-09-15,3,631.34,85,Moderate
13544,2011-10-31,2,276.06,39,Moderate
13546,2011-11-27,3,621.09,12,Moderate
13548,2011-09-04,2,678.16,96,Moderate
13549,2011-11-14,7,918.2,25,Loyal
13551,2011-01-24,1,91.8,319,At-Risk
13557,2011-11-11,2,584.0600000000001,28,Moderate
13558,2011-12-04,4,594.52,5,Moderate
13560,2011-12-02,1,171.42000000000002,7,Moderate
13561,2011-05-08,1,141.86,215,At-Risk
13562,2011-09-19,3,1799.3300000000002,81,Loyal
13563,2011-09-16,2,777.53,84,Moderate
13564,2011-07-18,1,550.64,144,At-Risk
13565,2011-11-20,2,240.22,19,Moderate
13566,2011-10-30,2,856.84,40,Moderate
13568,2011-06-19,1,187.05,173,At-Risk
13569,2011-11-22,1,228.8,17,Moderate
13570,2011-04-10,1,239.49,243,At-Risk
13572,2011-05-18,1,1384.25,205,At-Risk
13573,2011-10-20,2,290.25,50,Moderate
13575,2011-11-16,5,732.07,23,Loyal
13577,2011-11-14,4,1687.6,25,Loyal
13579,2011-11-25,1,302.34000000000003,14,Moderate
13581,2011-02-03,1,118.0,309,At-Risk
13583,2011-07-07,1,781.03,155,At-Risk
13584,2011-02-06,1,142.4,306,At-Risk
13587,2011-10-07,1,712.4,63,Moderate
13589,2011-11-25,2,379.65,14,Moderate
13590,2011-11-28,6,1981.92,11,Loyal
13591,2011-10-06,3,1117.13,64,Moderate
13592,2011-11-04,4,247.96,35,Moderate
13593,2011-08-23,5,2011.88,108,Loyal
13594,2011-10-18,1,396.97,52,Moderate
13596,2011-12-04,2,664.11,5,Moderate
13598,2011-10-23,1,160.04,47,Moderate
13600,2011-01-31,1,219.52,312,At-Risk
13601,2011-10-25,2,693.32,45,Moderate
13602,2011-10-06,1,428.89,64,Moderate
13603,2011-11-13,1,164.34,26,Moderate
13606,2011-11-10,3,276.75,29,Moderate
13607,2011-10-30,1,675.51,40,Moderate
13610,2011-11-27,7,1082.33,12,Loyal
13611,2011-09-11,2,851.25,89,Moderate
13614,2011-11-15,4,1585.46,24,Loyal
13615,2011-01-25,1,417.69,318,At-Risk
13617,2011-10-30,3,544.18,40,Moderate
13618,2011-06-19,1,177.34,173,At-Risk
13621,2011-08-15,1,213.85,116,Moderate
13623,2011-11-09,5,727.74,30,Loyal
13626,2011-04-01,1,257.23,252,At-Risk
13627,2011-10-11,4,1327.28,59,Loyal
13630,2011-12-04,7,2031.78,5,Loyal
13632,2011-11-15,5,2118.93,24,Loyal
13634,2011-11-06,5,1547.36,33,Loyal
13635,2011-10-03,1,1071.03,67,Moderate
13636,2011-11-03,5,949.12,36,Loyal
13637,2011-10-18,3,804.3,52,Moderate
13638,2011-11-24,1,122.64,15,Moderate
13639,2011-09-26,1,1033.34,74,Moderate
13642,2011-05-08,1,312.28,215,At-Risk
13643,2011-11-08,3,519.44,31,Moderate
13644,2011-11-23,4,2624.26,16,Loyal
13645,2011-08-11,1,252.1,120,Moderate
13647,2011-11-30,4,1648.12,9,Loyal
13649,2011-03-28,1,148.8,256,At-Risk
13650,2011-11-23,6,1836.34,16,Loyal
13651,2011-11-04,2,94.2,35,Moderate
13652,2011-10-25,2,786.28,45,Moderate
13654,2011-10-27,6,2707.33,43,Loyal
13655,2011-08-17,2,932.97,114,Moderate
13656,2011-06-28,2,379.65,164,At-Risk
13657,2011-11-29,2,382.14,10,Moderate
13658,2011-11-30,5,2639.17,9,Loyal
13659,2011-05-18,2,1563.0,205,At-Risk
13662,2011-09-15,3,881.26,85,Moderate
13663,2011-06-13,1,189.47,179,At-Risk
13666,2011-10-10,3,84.65,60,Moderate
13667,2011-07-13,1,299.05,149,At-Risk
13669,2011-10-20,2,218.55,50,Moderate
13670,2011-09-25,1,349.7,75,Moderate
13672,2011-02-11,2,186.39,301,At-Risk
13673,2011-11-21,2,387.44,18,Moderate
13675,2011-07-11,2,486.8200000000001,151,At-Risk
13678,2011-07-11,1,232.6,151,At-Risk
13681,2011-11-22,4,827.83,17,Moderate
13682,2011-06-05,1,59.5,187,At-Risk
13684,2011-02-27,1,65.13,285,At-Risk
13685,2011-12-07,7,3119.44,2,Loyal
13686,2011-06-10,1,72.0,182,At-Risk
13689,2011-10-07,1,910.0,63,Moderate
13690,2011-10-11,1,172.25,59,Moderate
13692,2011-11-15,3,1488.32,24,Loyal
13697,2011-11-01,1,151.3,38,Moderate
13699,2011-07-07,1,308.58000000000004,155,At-Risk
13703,2011-01-25,1,99.5,318,At-Risk
13705,2011-12-02,2,393.72,7,Moderate
13706,2011-02-10,1,330.79,302,At-Risk
13707,2011-03-17,2,806.41,267,At-Risk
13708,2011-03-13,1,285.33,271,At-Risk
13710,2011-11-08,1,180.48,31,Moderate
13711,2011-05-05,2,252.06,218,At-Risk
13712,2011-04-07,1,228.84,246,At-Risk
13715,2011-03-03,2,582.71,281,At-Risk
13716,2011-03-15,1,138.28,269,At-Risk
13717,2011-11-07,6,1445.01,32,Loyal
13718,2011-04-07,2,306.55,246,At-Risk
13719,2011-11-24,5,1041.68,15,Loyal
13720,2011-08-15,4,799.9,116,Moderate
13721,2011-11-03,1,524.14,36,Moderate
13722,2011-07-31,3,2375.41,131,Loyal
13723,2011-05-06,1,199.85,217,At-Risk
13725,2011-10-21,8,1980.56,49,Loyal
13726,2011-11-01,2,1079.66,38,Moderate
13727,2011-11-11,2,333.48,28,Moderate
13728,2011-11-03,6,1016.14,36,Loyal
13730,2011-07-27,2,752.6,135,Moderate
13731,2011-05-04,2,610.59,219,At-Risk
13732,2011-11-11,1,491.86,28,Moderate
13735,2011-11-15,4,2883.54,24,Loyal
13736,2011-12-04,2,729.8,5,Moderate
13737,2011-05-23,1,339.6,200,At-Risk
13739,2011-11-21,1,216.9,18,Moderate
13740,2011-04-13,1,350.75,240,At-Risk
13741,2011-09-29,3,668.4300000000001,71,Moderate
13743,2011-12-07,7,1341.6,2,Loyal
13744,2011-09-05,2,1080.52,95,Moderate
13745,2011-06-30,1,300.04,162,At-Risk
13748,2011-09-05,4,744.25,95,Moderate
13750,2011-10-17,5,1647.26,53,Loyal
13751,2011-02-24,1,296.25,288,At-Risk
13752,2011-08-07,6,1175.38,124,Loyal
13753,2011-02-25,1,741.26,287,At-Risk
13754,2011-07-11,2,282.6,151,At-Risk
13758,2011-11-28,5,2471.7,11,Loyal
13759,2011-11-06,2,659.4100000000001,33,Moderate
13760,2011-10-16,2,286.79,54,Moderate
13761,2011-10-20,2,1070.65,50,Moderate
13762,2011-05-05,1,306.72,218,At-Risk
13763,2011-10-07,1,1714.96,63,Moderate
13764,2011-09-30,3,1519.42,70,Loyal
13771,2011-10-06,4,2634.45,64,Loyal
13772,2011-11-06,3,1122.63,33,Moderate
13774,2011-09-19,1,345.0,81,Moderate
13778,2011-08-28,1,178.7,103,Moderate
13780,2011-12-02,2,360.01,7,Moderate
13781,2011-04-03,1,127.84,250,At-Risk
13782,2011-11-27,6,908.86,12,Loyal
13787,2011-09-25,1,202.64,75,Moderate
13790,2011-12-05,1,348.79999999999995,4,Moderate
13791,2011-08-04,2,1516.0,127,Moderate
13792,2011-10-04,2,195.55,66,Moderate
13799,2011-08-15,2,688.86,116,Moderate
13800,2011-02-03,1,558.32,309,At-Risk
13801,2011-10-04,1,324.8,66,Moderate
13803,2011-03-29,1,277.07,255,At-Risk
13804,2011-11-09,7,2588.39,30,Loyal
13805,2011-10-18,2,924.6,52,Moderate
13806,2011-10-07,1,256.38,63,Moderate
13808,2011-12-04,5,1747.66,5,Loyal
13809,2011-02-07,1,155.05,305,At-Risk
13810,2011-11-11,3,1499.01,28,Loyal
13811,2011-06-09,3,814.5,183,At-Risk
13812,2011-10-28,3,539.0,42,Moderate
13813,2011-10-31,4,1366.86,39,Loyal
13814,2011-09-08,2,1579.12,92,Moderate
13816,2011-11-16,2,571.6700000000001,23,Moderate
13817,2011-11-10,1,254.28,29,Moderate
13819,2011-02-11,3,1140.35,301,At-Risk
13821,2011-07-18,2,385.64,144,Moderate
13822,2011-12-04,2,632.0,5,Moderate
13823,2011-11-21,2,957.66,18,Moderate
13824,2011-11-07,5,1698.94,32,Loyal
13826,2011-06-16,1,189.5,176,At-Risk
13827,2011-10-13,3,409.8,57,Moderate
13828,2011-11-17,1,209.49,22,Moderate
13831,2011-11-23,5,1790.4499999999998,16,Loyal
13832,2011-11-20,1,52.2,19,Moderate
13833,2011-07-03,1,383.85,159,At-Risk
13835,2011-11-14,4,834.57,25,Moderate
13837,2011-05-12,2,266.59000000000003,211,At-Risk
13838,2011-12-04,3,444.16,5,Moderate
13841,2011-04-01,1,85.0,252,At-Risk
13842,2011-10-12,8,3075.05,58,Loyal
13844,2011-11-28,1,361.62,11,Moderate
13845,2011-10-06,1,312.98,64,Moderate
13846,2011-11-15,2,453.66,24,Moderate
13848,2011-09-08,2,935.0,92,Moderate
13849,2011-10-19,2,1537.95,51,Moderate
13850,2011-08-02,1,1595.48,129,Moderate
13851,2011-09-05,3,2651.46,95,Loyal
13853,2011-10-13,1,1090.14,57,Moderate
13856,2011-06-24,3,388.5,168,At-Risk
13858,2011-10-13,1,216.17,57,Moderate
13859,2011-01-17,1,201.16,326,At-Risk
13860,2011-12-08,5,1245.9,1,Loyal
13862,2011-11-21,8,2209.36,18,Loyal
13863,2011-04-06,1,305.78,247,At-Risk
13865,2011-10-12,4,501.56,58,Moderate
13866,2011-09-26,1,145.67,74,Moderate
13867,2011-11-08,3,1005.09,31,Moderate
13868,2011-12-02,2,3192.54,7,Loyal
13869,2011-08-08,3,2760.03,123,Loyal
13870,2011-12-07,8,2770.94,2,Loyal
13873,2011-08-12,3,389.6,119,Moderate
13875,2011-10-17,5,1786.79,53,Loyal
13876,2011-10-07,1,122.7,63,Moderate
13877,2011-09-14,1,117.24,86,Moderate
13878,2011-10-16,1,1271.57,54,Moderate
13882,2011-12-07,5,1191.13,2,Loyal
13883,2011-11-29,5,2674.48,10,Loyal
13884,2011-12-02,5,787.6,7,Loyal
13885,2011-06-03,2,506.8,189,At-Risk
13886,2011-09-29,1,243.56,71,Moderate
13887,2011-05-19,1,349.55,204,At-Risk
13888,2011-08-12,2,595.67,119,Moderate
13889,2011-09-08,1,416.9,92,Moderate
13892,2011-11-13,4,632.97,26,Moderate
13893,2011-02-15,1,821.1,297,At-Risk
13894,2011-11-16,3,564.62,23,Moderate
13895,2011-11-11,4,2593.07,28,Loyal
13897,2011-10-20,1,311.16,50,Moderate
13898,2011-01-18,1,155.93,325,At-Risk
13899,2011-11-23,2,388.52,16,Moderate
13900,2011-06-09,3,740.95,183,At-Risk
13901,2011-09-28,5,2867.2000000000003,72,Loyal
13904,2011-11-02,2,332.64,37,Moderate
13908,2011-09-21,4,2369.55,79,Loyal
13914,2011-11-28,2,626.45,11,Moderate
13917,2011-10-21,2,272.04,49,Moderate
13918,2011-10-21,2,1212.84,49,Moderate
13919,2011-10-11,2,384.81,59,Moderate
13923,2011-10-17,1,351.13,53,Moderate
13924,2011-12-08,6,1838.85,1,Loyal
13925,2011-09-08,4,678.25,92,Moderate
13926,2011-11-16,1,223.85,23,Moderate
13927,2011-09-26,1,348.99,74,Moderate
13928,2011-11-29,4,464.57,10,Moderate
13929,2011-06-23,2,842.65,169,At-Risk
13930,2011-10-13,2,337.34,57,Moderate
13931,2011-09-05,2,1237.53,95,Moderate
13932,2011-02-18,1,307.4,294,At-Risk
13933,2011-08-22,2,608.79,109,Moderate
13934,2011-03-21,1,922.1,263,At-Risk
13936,2011-06-13,1,376.58,179,At-Risk
13937,2011-06-23,1,158.85,169,At-Risk
13938,2011-11-04,1,71.66,35,Moderate
13939,2011-11-16,3,568.55,23,Moderate
13940,2011-11-22,4,839.14,17,Moderate
13946,2011-09-21,3,561.57,79,Moderate
13947,2011-10-05,1,90.6,65,Moderate
13949,2011-12-07,6,2427.32,2,Loyal
13950,2011-11-28,4,745.0600000000001,11,Moderate
13951,2011-06-16,3,674.45,176,At-Risk
13952,2011-05-06,2,3251.071,217,Loyal
13953,2011-12-02,6,3015.68,7,Loyal
13954,2011-12-08,2,439.92,1,Moderate
13955,2011-07-08,2,322.96,154,At-Risk
13956,2011-12-04,5,1019.27,5,Loyal
13959,2011-09-21,2,379.3,79,Moderate
13960,2011-11-18,2,230.22,21,Moderate
13962,2011-11-18,2,169.54999999999998,21,Moderate
13963,2011-02-04,3,513.24,308,At-Risk
13967,2011-07-17,1,80.7,145,At-Risk
13971,2011-11-21,8,2758.26,18,Loyal
13972,2011-09-30,2,190.25,70,Moderate
13973,2011-02-25,1,264.7,287,At-Risk
13974,2011-10-21,1,413.59,49,Moderate
13975,2011-11-08,6,2461.24,31,Loyal
13976,2011-05-17,1,357.98,206,At-Risk
13978,2011-11-25,2,196.79,14,Moderate
13979,2011-09-27,1,869.87,73,Moderate
13980,2011-10-10,1,200.14,60,Moderate
13982,2011-10-31,3,1443.21,39,Loyal
13984,2011-11-13,4,765.71,26,Moderate
13986,2011-11-22,1,320.46,17,Moderate
13989,2011-10-05,2,1266.08,65,Moderate
13990,2011-05-10,1,311.3,213,At-Risk
13991,2011-11-27,6,852.88,12,Loyal
13992,2011-11-09,1,76.8,30,Moderate
13994,2011-12-06,6,2274.14,3,Loyal
13995,2011-11-24,5,1393.69,15,Loyal
14000,2011-05-12,1,635.66,211,At-Risk
14001,2011-10-25,2,1741.84,45,Moderate
14002,2011-07-28,2,529.73,134,Moderate
14005,2011-11-30,5,2874.72,9,Loyal
14006,2011-08-16,3,962.19,115,Moderate
14009,2011-05-25,2,695.61,198,At-Risk
14012,2011-03-07,1,328.8,277,At-Risk
14013,2011-08-21,3,473.02,110,Moderate
14014,2011-09-23,1,505.18,77,Moderate
14015,2011-10-18,1,917.34,52,Moderate
14019,2011-10-24,3,1421.61,46,Loyal
14020,2011-11-23,2,642.8,16,Moderate
14021,2011-07-07,3,631.9,155,Moderate
14022,2011-04-28,1,440.0,225,At-Risk
14023,2011-12-02,2,584.07,7,Moderate
14024,2011-08-10,2,327.7,121,Moderate
14027,2011-10-10,1,104.82,60,Moderate
14029,2011-10-07,2,467.66,63,Moderate
14030,2011-11-21,6,1682.34,18,Loyal
14034,2011-11-17,3,648.89,22,Moderate
14035,2011-11-11,5,1428.02,28,Loyal
14036,2011-02-28,1,626.65,284,At-Risk
14037,2011-06-16,1,35.400000000000006,176,At-Risk
14038,2011-09-22,3,1560.38,78,Loyal
14039,2011-11-06,1,152.2,33,Moderate
14041,2011-03-18,1,141.41,266,At-Risk
14044,2011-11-13,4,646.42,26,Moderate
14045,2011-08-22,3,1333.35,109,Moderate
14046,2011-02-28,1,154.99,284,At-Risk
14047,2011-12-01,4,1021.69,8,Loyal
14048,2011-02-07,1,409.93,305,At-Risk
14050,2011-11-08,2,746.36,31,Moderate
14052,2011-11-20,1,225.36,19,Moderate
14053,2011-08-07,2,260.25,124,Moderate
14054,2011-10-05,1,92.46,65,Moderate
14055,2011-08-25,1,725.6400000000001,106,Moderate
14059,2011-03-18,1,183.6,266,At-Risk
14064,2011-11-10,5,1334.34,29,Loyal
14066,2011-03-18,1,152.55,266,At-Risk
14067,2011-10-07,2,374.7,63,Moderate
14068,2011-01-23,1,265.85,320,At-Risk
14071,2011-12-06,8,1437.57,3,Loyal
14073,2011-11-07,1,151.04,32,Moderate
14075,2011-12-05,3,942.26,4,Moderate
14076,2011-08-02,1,118.67,129,Moderate
14077,2011-10-30,5,499.42,40,Moderate
14078,2011-08-30,5,913.13,101,Loyal
14079,2011-08-07,1,375.1,124,Moderate
14080,2011-11-07,1,45.6,32,Moderate
14081,2011-02-10,1,498.1,302,At-Risk
14083,2011-12-05,6,558.54,4,Loyal
14087,2011-12-07,1,191.47,2,Moderate
14089,2011-10-14,1,158.75,56,Moderate
14090,2011-01-19,1,76.32000000000001,324,At-Risk
14093,2011-11-27,1,433.86,12,Moderate
14098,2011-11-03,1,147.35,36,Moderate
14100,2011-07-25,1,191.95,137,At-Risk
14102,2011-12-04,5,1105.88,5,Loyal
14104,2011-07-08,2,216.21,154,At-Risk
14105,2011-04-14,1,1266.23,239,At-Risk
14107,2011-10-19,6,2339.99,51,Loyal
14108,2011-11-09,2,597.91,30,Moderate
14109,2011-09-28,1,144.2,72,Moderate
14111,2011-11-25,4,692.85,14,Moderate
14112,2011-11-17,7,2915.15,22,Loyal
14113,2011-12-06,3,1406.92,3,Loyal
14114,2011-03-11,2,386.53,273,At-Risk
14116,2011-11-20,5,1382.74,19,Loyal
14117,2011-07-19,1,90.0,143,At-Risk
14121,2011-12-06,4,2780.15,3,Loyal
14124,2011-09-16,1,419.58,84,Moderate
14125,2011-11-29,3,2720.63,10,Loyal
14126,2011-12-02,3,706.1300000000001,7,Moderate
14127,2011-08-09,3,709.71,122,Moderate
14128,2011-10-10,2,637.5,60,Moderate
14129,2011-12-08,5,1123.86,1,Loyal
14130,2011-01-24,1,480.91,319,At-Risk
14133,2011-08-02,3,605.64,129,Moderate
14138,2011-12-08,2,965.88,1,Moderate
14139,2011-10-24,1,415.82,46,Moderate
14140,2011-12-06,2,935.05,3,Moderate
14141,2011-12-07,4,915.13,2,Loyal
14143,2011-07-29,1,115.8,133,Moderate
14146,2011-12-01,4,2949.57,8,Loyal
14147,2011-09-22,2,483.4,78,Moderate
14148,2011-04-20,1,157.2,233,At-Risk
14149,2011-05-03,1,446.62,220,At-Risk
14150,2011-11-04,1,352.46,35,Moderate
14152,2011-09-25,2,621.29,75,Moderate
14154,2011-04-14,2,1345.62,239,At-Risk
14155,2011-03-18,1,118.75,266,At-Risk
14157,2011-11-20,2,424.89,19,Moderate
14158,2011-10-30,1,507.66,40,Moderate
14161,2011-05-08,2,814.47,215,At-Risk
14162,2011-06-19,2,289.36,173,At-Risk
14163,2011-09-13,4,2445.91,87,Loyal
14164,2011-09-30,2,1631.77,70,Moderate
14165,2011-03-09,1,120.44,275,At-Risk
14167,2011-10-31,4,562.59,39,Moderate
14171,2011-09-02,1,363.79,98,Moderate
14173,2011-11-29,4,450.84,10,Moderate
14174,2011-11-06,1,134.46,33,Moderate
14175,2011-10-11,3,3222.3,59,Loyal
14176,2011-02-15,3,417.35,297,At-Risk
14177,2011-09-14,4,549.46,86,Moderate
14178,2011-12-01,7,1600.26,8,Loyal
14179,2011-10-30,2,701.57,40,Moderate
14184,2011-10-04,1,452.89,66,Moderate
14185,2011-01-12,1,197.65,331,At-Risk
14188,2011-11-09,6,2054.36,30,Loyal
14193,2011-10-03,2,853.39,67,Moderate
14195,2011-05-22,2,1012.0,201,At-Risk
14196,2011-08-25,1,335.52,106,Moderate
14198,2011-11-21,4,701.4,18,Moderate
14199,2011-05-05,1,185.4,218,At-Risk
14201,2011-10-10,6,680.2,60,Loyal
14204,2011-12-07,1,150.61,2,Moderate
14205,2011-11-23,2,466.7,16,Moderate
14206,2011-04-14,1,328.16,239,At-Risk
14208,2011-09-06,1,151.74,94,Moderate
14209,2011-11-29,6,2073.43,10,Loyal
14210,2011-08-26,5,1600.89,105,Loyal
14212,2011-09-11,1,1070.48,89,Moderate
14214,2011-11-09,5,1004.38,30,Loyal
14215,2011-11-28,5,1623.72,11,Loyal
14216,2011-12-06,4,1839.3,3,Loyal
14218,2011-10-28,1,169.48000000000002,42,Moderate
14219,2011-12-05,1,89.94,4,Moderate
14220,2011-04-06,1,319.42,247,At-Risk
14222,2011-06-15,1,683.17,177,At-Risk
14223,2011-09-08,3,991.13,92,Moderate
14224,2011-08-21,4,1009.73,110,Loyal
14226,2011-11-11,5,2214.79,28,Loyal
14229,2011-10-19,3,1547.2,51,Loyal
14231,2011-06-09,3,925.71,183,At-Risk
14232,2011-10-28,5,2048.07,42,Loyal
14233,2011-10-21,4,1462.72,49,Loyal
14234,2011-11-17,4,754.12,22,Moderate
14235,2011-09-25,5,3144.86,75,Loyal
14236,2011-09-20,1,301.56,80,Moderate
14238,2011-01-17,1,146.85,326,At-Risk
14240,2011-11-09,2,890.34,30,Moderate
14241,2011-06-09,1,213.7,183,At-Risk
14242,2011-04-19,2,280.55,234,At-Risk
14243,2011-12-01,8,2116.77,8,Loyal
14245,2011-05-04,2,1693.45,219,At-Risk
14246,2011-08-21,3,1474.06,110,Loyal
14247,2011-03-06,1,136.77,278,At-Risk
14248,2011-01-25,1,302.58,318,At-Risk
14250,2011-12-02,3,1904.05,7,Loyal
14251,2011-12-08,5,2879.7000000000003,1,Loyal
14256,2011-03-24,1,445.2000000000001,260,At-Risk
14257,2011-10-06,5,3099.7200000000003,64,Loyal
14259,2011-07-21,1,120.0,141,At-Risk
14261,2011-10-20,2,1163.45,50,Moderate
14262,2011-12-01,8,2618.23,8,Loyal
14264,2011-07-08,2,333.97,154,At-Risk
14265,2011-08-22,2,530.18,109,Moderate
